START_TIME,PROBLEM_DESCRIPTION,END_TIME,ACKNOWLEDGE_MESSAGE,DURATION,HOSTNAME,Severity_Description
27-09-2023 14:39,Load average is too high,27-09-2023 14:39,,0d 0h 0m 1s,Zabbix-Server-Active,Warning
27-09-2023 14:39,Load average is too high,27-09-2023 14:39,,0d 0h 0m 1s,Zabbix-Server-Active,Warning
27-09-2023 14:22,Azure: There are errors in requests to API,27-09-2023 14:24,,0d 0h 2m 2s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 14:19,has been restarted,27-09-2023 14:27,,0d 0h 8m 30s,AP_17_Mumbai_BN,Information
27-09-2023 14:18,has been restarted,27-09-2023 14:27,,0d 0h 8m 30s,AP_13_Mumbai_BN,Information
27-09-2023 14:18,WildFly: has been restarted,27-09-2023 14:28,,0d 0h 9m 14s,Wildfly-Jboss-JMX,Not Classified
27-09-2023 14:18,has been restarted,27-09-2023 14:27,,0d 0h 9m 5s,AP_7_Mumbai_KL,Information
27-09-2023 14:18,has been restarted,27-09-2023 14:27,,0d 0h 9m 5s,AP_19_Mumbai_BN,Information
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 0m 58s,AP_10_Mumbai_BN,Warning
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 0m 58s,AP_10_Mumbai_BN,Warning
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 0m 58s,AP_10_Mumbai_BN,Warning
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 0m 58s,AP_10_Mumbai_BN,Warning
27-09-2023 14:18,has been restarted,27-09-2023 14:27,,0d 0h 8m 59s,AP_10_Mumbai_BN,Information
27-09-2023 14:18,has been restarted,27-09-2023 14:27,,0d 0h 8m 55s,AP_2_Mumbai_KL,Information
27-09-2023 14:18,systemd-fsck-root.service: has been restarted,27-09-2023 14:27,,0d 0h 9m 0s,Systemd services,Not Classified
27-09-2023 14:18,lvm2-monitor.service: has been restarted,27-09-2023 14:27,,0d 0h 9m 0s,Systemd services,Not Classified
27-09-2023 14:18,pcsd.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,keyboard-setup.service: has been restarted,27-09-2023 14:27,,0d 0h 9m 0s,Systemd services,Not Classified
27-09-2023 14:18,snapd.seeded.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,cloud-init.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,setvtrgb.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,snapd.apparmor.service: has been restarted,27-09-2023 14:27,,0d 0h 9m 0s,Systemd services,Not Classified
27-09-2023 14:18,binfmt-support.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,pacemaker.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,cloud-init-local.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 1m 32s,AP_17_Mumbai_BN,Warning
27-09-2023 14:18,rsyslog.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,serial-getty@ttyS0.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,cloud-final.service: has been restarted,27-09-2023 14:28,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 1m 32s,AP_17_Mumbai_BN,Warning
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 1m 32s,AP_17_Mumbai_BN,Warning
27-09-2023 14:18,Load average is too high,27-09-2023 14:19,,0d 0h 1m 32s,AP_17_Mumbai_BN,Warning
27-09-2023 14:17,has been restarted,27-09-2023 14:27,,0d 0h 9m 41s,AP_26_Mumbai_KL,Information
27-09-2023 14:17,No SNMP data collection,27-09-2023 14:18,,0d 0h 1m 0s,AP_17_Mumbai_BN,Information
27-09-2023 14:17,PostgreSQL: Service has been restarted,27-09-2023 14:27,,0d 0h 10m 4s,PG2c,Not Classified
27-09-2023 14:17,snapd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,systemd-timesyncd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,ModemManager.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,atd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,corosync.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,finalrd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,Zabbix proxy: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,grafana-server,Not Classified
27-09-2023 14:17,systemd-remount-fs.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,udisks2.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,containerd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,accounts-daemon.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,haproxy.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,systemd-resolved.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,sysstat.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,cloud-config.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,Load average is too high,27-09-2023 14:19,,0d 0h 1m 50s,AP_13_Mumbai_BN,Warning
27-09-2023 14:17,Load average is too high,27-09-2023 14:19,,0d 0h 1m 50s,AP_13_Mumbai_BN,Warning
27-09-2023 14:17,Load average is too high,27-09-2023 14:19,,0d 0h 1m 50s,AP_13_Mumbai_BN,Warning
27-09-2023 14:17,Load average is too high,27-09-2023 14:19,,0d 0h 1m 50s,AP_13_Mumbai_BN,Warning
27-09-2023 14:17,Load average is too high,27-09-2023 14:18,,0d 0h 0m 50s,Docker server,Warning
27-09-2023 14:17,Load average is too high,27-09-2023 14:18,,0d 0h 0m 50s,Docker server,Warning
27-09-2023 14:17,Load average is too high,27-09-2023 14:18,,0d 0h 0m 50s,Docker server,Warning
27-09-2023 14:17,Load average is too high,27-09-2023 14:18,,0d 0h 0m 50s,Docker server,Warning
27-09-2023 14:17,logd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,has been restarted,27-09-2023 14:27,,0d 0h 9m 56s,AP_16_Kerala_EK,Information
27-09-2023 14:17,ssh.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,systemd-networkd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,cron.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,multipathd.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,No SNMP data collection,27-09-2023 14:18,,0d 0h 1m 0s,AP_13_Mumbai_BN,Information
27-09-2023 14:17,ufw.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,zabbix-agent2.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,console-setup.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,snap.amazon-ssm-agent.amazon-ssm-agent.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,blk-availability.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,zabbix-proxy.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,getty@tty1.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,unattended-upgrades.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,MongoDB: has been restarted,27-09-2023 14:27,,0d 0h 10m 7s,MongoDB,Not Classified
27-09-2023 14:17,caddy.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,systemd-networkd-wait-online.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,networkd-dispatcher.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,apparmor.service: has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Systemd services,Not Classified
27-09-2023 14:17,snapd.seeded.service: Service is not running,27-09-2023 14:18,,0d 0h 0m 56s,Systemd services,Information
27-09-2023 14:17,Docker: Failed to fetch info data,27-09-2023 14:17,,0d 0h 0m 18s,Docker server,Information
27-09-2023 14:17,has been restarted,27-09-2023 14:27,,0d 0h 10m 0s,Docker server,High
27-09-2023 14:17,Azure: There are errors in requests to API,27-09-2023 14:18,,0d 0h 1m 52s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 14:16,MySQL: Service is down,27-09-2023 14:42,,0d 0h 26m 0s,Mysql,Average
27-09-2023 12:22,/etc/passwd has been changed,27-09-2023 13:22,,0d 1h 0m 0s,Zabbix-Server-Standby,Not Classified
27-09-2023 12:22,/etc/passwd has been changed,27-09-2023 13:22,,0d 1h 0m 0s,Zabbix-Server-Standby,Not Classified
27-09-2023 12:20,/etc/passwd has been changed,27-09-2023 13:20,,0d 1h 0m 0s,standby-node-2,Not Classified
27-09-2023 12:20,/etc/passwd has been changed,27-09-2023 13:20,,0d 1h 0m 0s,standby-node-2,Not Classified
27-09-2023 12:19,Azure: There are errors in requests to API,27-09-2023 12:21,,0d 0h 1m 11s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,standby-node-2,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,standby-node-2,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,standby-node-2,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,standby-node-2,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,Zabbix-Server-Standby,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,Zabbix-Server-Standby,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,Zabbix-Server-Standby,Warning
27-09-2023 12:19,/: Disk space is critically low,-,,,Zabbix-Server-Standby,Warning
27-09-2023 12:12,High CPU utilization,27-09-2023 12:13,,0d 0h 1m 0s,standby-node-2,Average
27-09-2023 11:57,Azure: There are errors in requests to API,27-09-2023 11:57,,0d 0h 0m 47s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 11:49,Azure: There are errors in requests to API,27-09-2023 11:49,,0d 0h 0m 49s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 11:07,/etc/passwd has been changed,27-09-2023 12:07,,0d 1h 0m 0s,Zabbix-Server-Standby,Not Classified
27-09-2023 11:07,/etc/passwd has been changed,27-09-2023 12:07,,0d 1h 0m 0s,Zabbix-Server-Standby,Not Classified
27-09-2023 11:05,/etc/passwd has been changed,27-09-2023 12:05,,0d 1h 0m 0s,standby-node-2,Not Classified
27-09-2023 11:05,/etc/passwd has been changed,27-09-2023 12:05,,0d 1h 0m 0s,standby-node-2,Not Classified
27-09-2023 11:03,Azure: There are errors in requests to API,27-09-2023 11:04,,0d 0h 0m 56s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 10:46,has been restarted,27-09-2023 10:55,,0d 0h 9m 0s,Zabbix-Server-Standby,Information
27-09-2023 10:46,{HOST.NAME} is unavailable by ICMP - ({HOST.IP}),27-09-2023 18:06,,0d 7h 20m 0s,Zabbix-Server-Standby,Average
27-09-2023 10:46,has been restarted,27-09-2023 10:55,,0d 0h 9m 32s,standby-node-2,Information
27-09-2023 10:46,High CPU utilization,27-09-2023 10:47,,0d 0h 0m 56s,standby-node-2,Average
27-09-2023 10:40,Azure: There are errors in requests to API,27-09-2023 10:40,,0d 0h 0m 48s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 10:24,Azure: There are errors in requests to API,27-09-2023 10:24,,0d 0h 0m 50s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 10:20,Port 39285 is down for sometime,-,,,Zabbix-Server-Active,High
27-09-2023 10:19,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,29-09-2023 09:22,,1d 23h 3m 0s,Zabbixproxy,Information
27-09-2023 10:19,Zabbix server: More than 100 items having missing data for more than 10 minutes,29-09-2023 09:22,,1d 23h 3m 0s,Zabbix-Server-Active,Information
27-09-2023 10:19,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,29-09-2023 09:22,,1d 23h 3m 0s,Zabbixproxy2,Information
27-09-2023 10:15,Forecast CPU Utilization High,27-09-2023 10:42,,0d 0h 27m 0s,Calculated and Aggregate items,Warning
27-09-2023 10:01,has been restarted,27-09-2023 10:09,,0d 0h 7m 16s,Zabbix-Server-Active,Information
27-09-2023 10:01,Unavailable by ICMP ping,29-09-2023 14:12,,2d 4h 11m 0s,Linux Server SNMP1,Average
27-09-2023 09:59,Zabbix proxy: has been restarted,27-09-2023 10:09,,0d 0h 10m 0s,Zabbixproxy,Not Classified
27-09-2023 09:59,has been restarted,27-09-2023 10:09,,0d 0h 9m 30s,Linux Server,Information
27-09-2023 09:59,Zabbix proxy: Utilization of http poller processes is high,27-09-2023 10:00,,0d 0h 1m 0s,Zabbixproxy,Warning
27-09-2023 09:59,Zabbix proxy: Utilization of http poller processes is high,27-09-2023 10:00,,0d 0h 1m 0s,Zabbixproxy2,Warning
27-09-2023 09:59,Zabbix server: Utilization of http poller processes is high,27-09-2023 10:00,,0d 0h 1m 0s,Zabbix-Server-Active,Warning
27-09-2023 09:59,Zabbix proxy: has been restarted,27-09-2023 10:09,,0d 0h 10m 0s,Zabbixproxy2,Not Classified
27-09-2023 01:21,Azure: There are errors in requests to API,27-09-2023 01:21,,0d 0h 0m 55s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 00:52,Azure: There are errors in requests to API,27-09-2023 00:57,,0d 0h 4m 59s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 00:49,Azure: There are errors in requests to API,27-09-2023 00:50,,0d 0h 0m 59s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 00:46,Azure: There are errors in requests to API,27-09-2023 00:48,,0d 0h 1m 10s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 00:24,Azure: There are errors in requests to API,27-09-2023 00:24,,0d 0h 0m 47s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 00:19,Port 8085 is down for sometime,27-09-2023 10:00,,0d 9h 40m 46s,Zabbix-Server-Active,High
27-09-2023 00:16,Azure Microsoft SQL: There are errors in requests to API,27-09-2023 00:16,,0d 0h 0m 48s,Azure Microsoft SQL database azure-sqlserver1,Warning
27-09-2023 00:16,Azure Microsoft SQL: Microsoft SQL database is in unknown state,27-09-2023 00:16,,0d 0h 0m 48s,Azure Microsoft SQL database azure-sqlserver1,Information
27-09-2023 00:05,Azure: There are errors in requests to API,27-09-2023 00:07,,0d 0h 1m 58s,Azure virtual machine Ubuntu20.04,Warning
27-09-2023 00:03,Azure: There are errors in requests to API,27-09-2023 00:03,,0d 0h 0m 55s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 23:48,Azure: There are errors in requests to API,27-09-2023 00:00,,0d 0h 12m 55s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 23:45,Unavailable by ICMP ping,-,,,AP_28_Mumbai_KL,Average
26-09-2023 23:45,Unavailable by ICMP ping,-,,,AP_27_Mumbai_KL,Average
26-09-2023 23:45,Unavailable by ICMP ping,-,,,AP_25_Mumbai_KL,Average
26-09-2023 23:45,Unavailable by ICMP ping,-,,,AP_10_Mumbai_KL,Average
26-09-2023 23:37,Azure: There are errors in requests to API,26-09-2023 23:46,,0d 0h 9m 47s,Azure,Warning
26-09-2023 23:16,Azure: There are errors in requests to API,26-09-2023 23:19,,0d 0h 2m 11s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 22:59,Azure: There are errors in requests to API,26-09-2023 22:59,,0d 0h 0m 49s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 22:22,Azure: There are errors in requests to API,26-09-2023 22:22,,0d 0h 0m 50s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 21:54,Azure: There are errors in requests to API,26-09-2023 21:54,,0d 0h 0m 48s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 20:20,Load average is too high,26-09-2023 20:20,,0d 0h 0m 45s,Zabbix-Server-Active,Warning
26-09-2023 20:20,Load average is too high,26-09-2023 20:20,,0d 0h 0m 45s,Zabbix-Server-Active,Warning
26-09-2023 20:20,Load average is too high,26-09-2023 20:20,,0d 0h 0m 45s,Zabbix-Server-Active,Warning
26-09-2023 20:20,Load average is too high,26-09-2023 20:20,,0d 0h 0m 45s,Zabbix-Server-Active,Warning
26-09-2023 19:55,Azure: There are errors in requests to API,26-09-2023 19:58,,0d 0h 3m 50s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:38,Azure: There are errors in requests to API,26-09-2023 19:38,,0d 0h 0m 55s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:36,Azure: There are errors in requests to API,26-09-2023 19:37,,0d 0h 0m 59s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:33,Azure: There are errors in requests to API,26-09-2023 19:34,,0d 0h 0m 56s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:30,Azure: There are errors in requests to API,26-09-2023 19:31,,0d 0h 0m 56s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:27,Azure: There are errors in requests to API,26-09-2023 19:28,,0d 0h 1m 0s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:25,Azure: There are errors in requests to API,26-09-2023 19:26,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:15,Azure: There are errors in requests to API,26-09-2023 19:24,,0d 0h 8m 58s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:06,Azure: There are errors in requests to API,26-09-2023 19:07,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 19:03,Azure: There are errors in requests to API,26-09-2023 19:04,,0d 0h 0m 57s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:56,Azure: There are errors in requests to API,26-09-2023 18:57,,0d 0h 1m 54s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:53,Azure: There are errors in requests to API,26-09-2023 18:54,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:51,Nginx: Failed to fetch stub status page,27-09-2023 10:46,,0d 15h 54m 48s,NGINX clone,Information
26-09-2023 18:51,Nginx: Failed to fetch stub status page,27-09-2023 10:46,,0d 15h 54m 48s,NGINX clone,Information
26-09-2023 18:51,Nginx: Failed to fetch stub status page,27-09-2023 10:46,,0d 15h 55m 2s,NGINX,Information
26-09-2023 18:51,Nginx: Failed to fetch stub status page,27-09-2023 10:46,,0d 15h 55m 2s,NGINX,Information
26-09-2023 18:51,Nginx: Failed to fetch stub status page,27-09-2023 10:47,,0d 15h 55m 59s,standby-node-2,Information
26-09-2023 18:51,Nginx: Failed to fetch stub status page,27-09-2023 10:47,,0d 15h 55m 59s,standby-node-2,Information
26-09-2023 18:50,Azure: There are errors in requests to API,26-09-2023 18:52,,0d 0h 1m 57s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:47,Azure: There are errors in requests to API,26-09-2023 18:48,,0d 0h 1m 0s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:45,Azure: There are errors in requests to API,26-09-2023 18:46,,0d 0h 0m 59s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:44,Load average is too high,26-09-2023 18:45,,0d 0h 1m 0s,Zabbix-Server-Active,Warning
26-09-2023 18:44,Load average is too high,26-09-2023 18:45,,0d 0h 1m 0s,Zabbix-Server-Active,Warning
26-09-2023 18:44,Load average is too high,26-09-2023 18:45,,0d 0h 1m 0s,Zabbix-Server-Active,Warning
26-09-2023 18:44,Load average is too high,26-09-2023 18:45,,0d 0h 1m 0s,Zabbix-Server-Active,Warning
26-09-2023 18:35,Azure: There are errors in requests to API,26-09-2023 18:35,,0d 0h 0m 48s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:33,Azure: There are errors in requests to API,26-09-2023 18:34,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:28,Azure: There are errors in requests to API,26-09-2023 18:30,,0d 0h 1m 56s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:26,Zabbix agent is not available,27-09-2023 10:47,,0d 16h 21m 0s,Zabbix-Server-Standby,Warning
26-09-2023 18:26,Zabbix agent is not available,27-09-2023 10:47,,0d 16h 21m 0s,standby-node-2,Warning
26-09-2023 18:26,Azure: There are errors in requests to API,26-09-2023 18:27,,0d 0h 1m 0s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:21,Load average is too high,26-09-2023 18:23,,0d 0h 1m 59s,Zabbix-Server-Active,Warning
26-09-2023 18:21,Load average is too high,26-09-2023 18:23,,0d 0h 1m 59s,Zabbix-Server-Active,Warning
26-09-2023 18:21,Load average is too high,26-09-2023 18:23,,0d 0h 1m 59s,Zabbix-Server-Active,Warning
26-09-2023 18:21,Load average is too high,26-09-2023 18:23,,0d 0h 1m 59s,Zabbix-Server-Active,Warning
26-09-2023 18:20,Azure: There are errors in requests to API,26-09-2023 18:25,,0d 0h 4m 13s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 18:18,Azure: There are errors in requests to API,26-09-2023 18:18,,0d 0h 0m 52s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:55,Azure: There are errors in requests to API,26-09-2023 17:56,,0d 0h 1m 47s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:50,Azure: There are errors in requests to API,26-09-2023 17:53,,0d 0h 3m 0s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:42,Azure: There are errors in requests to API,26-09-2023 17:44,,0d 0h 1m 57s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:25,Azure: There are errors in requests to API,26-09-2023 17:25,,0d 0h 0m 49s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:23,Azure: There are errors in requests to API,26-09-2023 17:23,,0d 0h 0m 48s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:13,Azure: There are errors in requests to API,26-09-2023 17:13,,0d 0h 0m 50s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:10,Azure: There are errors in requests to API,26-09-2023 17:11,,0d 0h 1m 53s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:08,Azure: There are errors in requests to API,26-09-2023 17:09,,0d 0h 0m 58s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 17:02,Azure: There are errors in requests to API,26-09-2023 17:03,,0d 0h 1m 0s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 16:55,Azure: There are errors in requests to API,26-09-2023 16:56,,0d 0h 0m 57s,Azure virtual machine Ubuntu20.04,Warning
26-09-2023 10:44,Port 33131 is down for sometime,-,,,Zabbix-Server-Active,High
25-09-2023 20:01,"""edgeupdate"" (Microsoft Edge Update Service (edgeupdate)) is not running",-,,,AICIN,Warning
25-09-2023 10:09,Port 41033 is down for sometime,-,,,Zabbix-Server-Active,High
25-09-2023 09:54,Zabbix server: Utilization of icmp pinger processes is high,-,,,Zabbix-Server-Active,Warning
25-09-2023 09:54,Zabbix proxy: Utilization of icmp pinger processes is high,-,,,Zabbixproxy,Warning
25-09-2023 09:49,apache2.service: Service is not running,-,,,Systemd services,Information
25-09-2023 09:48,apache2.service: has been restarted,-,,,Systemd services,Not Classified
23-09-2023 23:54,Port 36009 is down for sometime,-,,,Zabbix-Server-Active,High
23-09-2023 23:54,Port 9080 is down for sometime,-,,,Zabbix-Server-Active,High
23-09-2023 23:54,Port 44103 is down for sometime,-,,,Zabbix-Server-Active,High
23-09-2023 23:39,Zabbix proxy: Utilization of icmp pinger processes is high,-,,,Zabbixproxy2,Warning
22-09-2023 19:12,High memory utilization,-,,,Zabbix-Server-Active,Warning
22-09-2023 19:11,High CPU utilization,-,,,Zabbix-Server-Active,Average
22-09-2023 12:14,dmesg.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:14,ua-reboot-cmds.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,irqbalance.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,systemd-pstore.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,ondemand.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,snapd.aa-prompt-listener.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,snapd.core-fixup.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,grub-initrd-fallback.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,lxd-agent.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,snap.lxd.activate.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,pollinate.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,secureboot-db.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,hibinit-agent.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,open-vm-tools.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,grub-common.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,vgauth.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,ec2-instance-connect.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,e2scrub_reap.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,netplan-ovs-cleanup.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,open-iscsi.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,lxd-agent-9p.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,rsync.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,snapd.autoimport.service: Service is not running,-,,,Systemd services,Information
22-09-2023 12:13,snapd.recovery-chooser-trigger.service: Service is not running,-,,,Systemd services,Information
21-09-2023 11:34,available memory test 2,-,,,Linux Server,Average
21-09-2023 09:34,Port 42311 is down for sometime,-,,,Zabbix-Server-Active,High
20-09-2023 10:09,Port 40713 is down for sometime,-,,,Zabbix-Server-Active,High
19-09-2023 12:58,Port 33779 is down for sometime,-,,,Zabbix-Server-Active,High
19-09-2023 12:58,Port 43597 is down for sometime,-,,,Zabbix-Server-Active,High
18-09-2023 08:55,Port 34857 is down for sometime,-,,,Zabbix-Server-Active,High
